Tier,Bed,Plot,Label,Group,Avg_Height_Drone_cm,Vegetation_Fraction,Avg_Temp_C,Average_Height_from_Rover_cm,Average_Leaf_Area_cm2,Average_Pod_Count,Average_Leaf_Count,Average_Flower_Count,Date,Intensive_physiological_plot
9,49,1393,106,CB-tepary,0.154515682,0.232577271,31.91759347,12.78,602.21,0,22,1,7/11/2022,0
9,49,1393,106,CB-tepary,0.400631291,0.324030907,34.70558129,33.87,743.41,1,26,2,7/25/2022,0
8,49,1394,257,CB-tepary,0.086195965,0.024484536,35.61453333,6.43,25.87,0,3,0,6/20/2022,0
8,49,1394,257,CB-tepary,0.247056645,0.364134543,35.81299783,20.45,401.23,1,20,1,7/11/2022,0
8,49,1394,257,CB-tepary,0.532855579,0.674242424,32.03502547,36.69,713.94,1,23,2,7/25/2022,0
7,49,1395,Check1,CB-tepary,0.025872067,0.054073569,34.90820362,7.47,46.15,0,8,0,6/20/2022,0
7,49,1395,Check1,CB-tepary,0.320401993,0.568733596,33.29706527,24.9,588.47,1,36,1,7/11/2022,0
7,49,1395,Check1,CB-tepary,0.472984205,0.865668445,29.52072068,43.34,1112.34,1,51,1,7/25/2022,0
6,49,1396,275,CB-tepary,0.104250172,0.018733202,34.9367633,7.04,36.2,0,5,0,6/20/2022,0
6,49,1396,275,CB-tepary,0.407177333,0.278058526,35.12119106,21.1,579.33,1,25,0,7/11/2022,0
6,49,1396,275,CB-tepary,0.543725167,0.231544771,35.47542984,26.01,504.04,1,20,1,7/25/2022,0
6,50,1397,268,CB-tepary,0.030774146,0.029724417,35.17141791,8.41,28.49,0,4,0,6/20/2022,0
6,50,1397,268,CB-tepary,0.34789027,0.247398763,32.38436216,24.75,406.95,1,20,0,7/11/2022,0
6,50,1397,268,CB-tepary,0.608472315,0.477380644,35.54501261,43.11,772.19,2,23,1,7/25/2022,0
7,50,1398,200,CB-tepary,0.041214399,0.029523848,33.99207076,8.33,21.58,0,4,0,6/20/2022,0
7,50,1398,200,CB-tepary,0.342545573,0.316460442,32.81469936,23.33,421.78,1,20,1,7/11/2022,0
8,50,1399,210,CB-tepary,0.019506679,0.030927835,34.56454804,8.03,23.65,0,4,0,6/20/2022,0
8,50,1399,210,CB-tepary,0.289756474,0.266029246,32.65408404,23.51,434.85,1,17,1,7/11/2022,0
9,50,1400,Check2,CB-tepary,0.095521969,0.060170885,34.58970046,9.85,62.68,0,7,0,6/20/2022,0
9,50,1400,Check2,CB-tepary,0.496237073,0.491024187,31.87793858,36.89,719.45,1,33,0,7/11/2022,0
9,51,1401,130,CB-tepary,0.049432737,0.025491302,33.82887588,8.74,27.25,0,4,0,6/20/2022,0
9,51,1401,130,CB-tepary,0.363176573,0.205029059,34.66676633,23.09,365.95,0,21,0,7/11/2022,0
9,51,1401,130,CB-tepary,0.576191798,0.471548189,30.43241626,41.22,816.09,1,23,1,7/25/2022,0
8,51,1402,306,CB-tepary,0.066798825,0.032135954,34.93074641,8.99,35.4,0,4,0,6/20/2022,0
8,51,1402,306,CB-tepary,0.243109436,0.226026434,30.39901739,20.81,400.88,0,27,1,7/11/2022,0
8,51,1402,306,CB-tepary,0.485503694,0.456912879,30.05784165,31.86,913.14,1,41,1,7/25/2022,0
7,51,1403,276,CB-tepary,0.052689895,0.014940399,35.04414625,6.25,24.13,0,4,0,6/20/2022,0
7,51,1403,276,CB-tepary,0.285878595,0.131514811,35.67226494,18.76,313.97,0,20,0,7/11/2022,0
7,51,1403,276,CB-tepary,0.521161221,0.284214811,33.81746861,27.59,780.36,1,38,1,7/25/2022,0
6,51,1404,24,CB-tepary,0.113261332,0.029478093,34.82685062,7.59,35.77,0,5,0,6/20/2022,0
6,51,1404,24,CB-tepary,0.210728674,0.200231481,34.40452288,18.77,308.12,0,24,0,7/11/2022,0
6,51,1404,24,CB-tepary,0.441773534,0.379498106,31.62653674,32.33,689.8,1,29,1,7/25/2022,0
10,48,1405,101,CB-tepary,0.042225948,0.180083144,32.41294581,6.22,39.83,0,0,0,7/11/2022,0
10,48,1405,101,CB-tepary,0.266498518,0.16532785,35.20936547,9.67,45.08,0,8,0,7/25/2022,0
11,48,1406,Check1,CB-tepary,0.020157197,0.060050544,35.8722279,7.69,39.21,0,8,0,6/20/2022,0
11,48,1406,Check1,CB-tepary,0.334167438,0.536792276,31.29949163,24.5,749,1,23,1,7/11/2022,0
11,48,1406,Check1,CB-tepary,0.530223738,0.81739149,29.69869231,39.79,1139.87,1,53,2,7/25/2022,0
12,48,1407,Check2,CB-tepary,0.06888769,0.075789304,34.28211152,7.4,37.97,0,7,0,6/20/2022,0
12,48,1407,Check2,CB-tepary,0.405277506,0.6212036,31.94741765,30.02,644.71,0,26,1,7/11/2022,0
13,48,1408,232,CB-tepary,0.091815141,0.02742513,34.47202013,11.72,40.57,0,5,0,6/20/2022,0
13,48,1408,232,CB-tepary,0.307173357,0.456207483,31.20669105,17.56,1180.35,1,18,1,7/11/2022,0
13,48,1408,232,CB-tepary,0.51233149,0.251964085,35.39519218,10.34,81.98,0,5,0,7/25/2022,0
13,49,1409,167,CB-tepary,0.056449531,0.050338273,34.53927608,7.04,46.25,0,5,0,6/20/2022,0
13,49,1409,167,CB-tepary,0.407211864,0.591066742,33.62446569,27.76,542.64,1,23,0,7/11/2022,0
12,49,1410,250,CB-tepary,0.022921681,0.025031088,35.45463589,6.74,19.76,0,4,0,6/20/2022,0
12,49,1410,250,CB-tepary,0.143148607,0.57695913,36.31113951,11.72,612.77,0,16,1,7/11/2022,0
12,49,1410,250,CB-tepary,0.342752416,0.229633914,31.56235333,26.3,243.79,0,24,1,7/25/2022,0
11,49,1411,12,CB-tepary,0.066093159,0.044646797,35.7416948,6.89,37.69,0,5,0,6/20/2022,0
11,49,1411,12,CB-tepary,0.319275555,0.46426228,34.16275103,21.65,736.88,1,20,1,7/11/2022,0
11,49,1411,12,CB-tepary,0.55919221,0.574718045,29.27519714,40.87,742.64,1,19,2,7/25/2022,0
10,49,1412,55,CB-tepary,0.029840566,0.020578286,36.1860369,6.35,25.68,0,5,0,6/20/2022,0
10,49,1412,55,CB-tepary,0.313511689,0.378772966,35.48687092,19.09,494.03,0,20,1,7/11/2022,0
10,49,1412,55,CB-tepary,0.624626447,0.310929811,37.69453574,49.27,687.7,2,20,1,7/25/2022,0
10,50,1413,51,CB-tepary,0.03085568,0.017369329,35.47136283,8.98,31.59,0,4,0,6/20/2022,0
10,50,1413,51,CB-tepary,0.270793487,0.243860142,33.28591187,23.21,633.12,1,27,0,7/11/2022,0
11,50,1414,20,CB-tepary,0.065452428,0.011031329,35.23400499,6.18,20.23,0,3,0,6/20/2022,0
11,50,1414,20,CB-tepary,0.208855387,0.138967004,33.55473381,20.53,354.13,1,18,1,7/11/2022,0
12,50,1415,96,CB-tepary,0.071693286,0.006338,36.0651383,6.19,11.02,0,2,0,6/20/2022,0
12,50,1415,96,CB-tepary,0.256015694,0.095378703,33.58307392,16.7,192.05,0,15,1,7/11/2022,0
12,50,1415,96,CB-tepary,0.157701322,0.065678149,36.42804324,24.67,309.23,1,21,1,7/25/2022,0
13,50,1416,23,CB-tepary,0.042831719,0.021101804,33.741445,8.41,35.01,0,4,1,6/20/2022,0
13,50,1416,23,CB-tepary,0.300982878,0.236525122,32.76183202,24.45,511.54,0,27,1,7/11/2022,0
13,51,1417,84,CB-tepary,0.029370899,0.031369088,35.03506571,8.38,26.52,0,4,0,6/20/2022,0
13,51,1417,84,CB-tepary,0.280071091,0.238938883,34.37622368,23,267.29,1,19,1,7/11/2022,0
13,51,1417,84,CB-tepary,0.528673142,0.548713632,29.49629737,38.44,724.68,1,25,2,7/25/2022,0
12,51,1418,332,CB-tepary,0.03315112,0.048526095,35.78056499,7.77,33.48,0,6,0,6/20/2022,0
12,51,1418,332,CB-tepary,0.2986389,0.375398388,33.57183686,25.64,366.37,1,27,1,7/11/2022,0
12,51,1418,332,CB-tepary,0.512072474,0.647259174,31.00612645,35.08,674.7,1,38,2,7/25/2022,0
11,51,1419,46,CB-tepary,0.060746148,0.043363151,34.74423061,8.98,39,0,5,0,6/20/2022,0
10,51,1420,102,CB-tepary,0.072950518,0.011759021,35.80380536,5.97,12.39,0,2,0,6/20/2022,0
10,51,1420,102,CB-tepary,0.199499116,0.161129319,33.6863766,19,333.71,0,26,1,7/25/2022,0
14,48,1421,212,CB-tepary,0.118343562,0.015014648,34.88231687,6.24,12.5,0,2,0,6/20/2022,0
14,48,1421,212,CB-tepary,0.081909014,0.164296627,32.43220481,13.14,346.76,0,14,1,7/11/2022,0
14,48,1421,212,CB-tepary,0.366607346,0.288159371,33.8008674,30.24,518.35,1,18,1,7/25/2022,0
15,48,1422,172,CB-tepary,0.061424637,0.023075064,36.68531939,6.91,22.46,0,3,0,6/20/2022,0
15,48,1422,172,CB-tepary,0.092990972,0.187195351,33.00306777,18.86,331.36,0,25,1,7/11/2022,0
15,48,1422,172,CB-tepary,0.398318968,0.384014012,31.03191111,34.06,671.39,1,24,1,7/25/2022,0
16,48,1423,150,CB-tepary,0.056666162,0.025512455,35.56177622,8.59,43.12,0,5,0,6/20/2022,0
16,48,1423,150,CB-tepary,0.306835358,0.270013123,32.40105655,23.78,519.11,0,22,1,7/11/2022,0
16,48,1423,150,CB-tepary,0.505039865,0.481224429,31.79128714,38.36,1097.17,1,29,1,7/25/2022,0
17,48,1424,197,CB-tepary,0.033564252,0.025993822,36.07298187,6.77,26.26,0,4,0,6/20/2022,0
17,48,1424,197,CB-tepary,0.266866148,0.294736595,32.89583383,21.5,456.96,0,26,1,7/11/2022,0
17,48,1424,197,CB-tepary,0.578060054,0.580125527,30.90533113,44.92,785.98,1,22,1,7/25/2022,0
17,49,1425,Check2,CB-tepary,0.057647899,0.05347186,34.54095022,8.02,46.01,0,6,0,6/20/2022,0
17,49,1425,Check2,CB-tepary,0.456553292,0.432766217,33.31530075,33.07,394.67,1,23,1,7/11/2022,0
17,49,1425,Check2,CB-tepary,0.568482631,0.716955742,31.26492833,44.93,780.1,1,32,2,7/25/2022,0
16,49,1426,28,CB-tepary,0.069668898,0.027879177,34.48601489,6.64,42.08,0,5,0,6/20/2022,0
15,49,1427,298,CB-tepary,0.05546244,0.02214884,36.01783612,6.72,24.21,0,4,0,6/20/2022,0
15,49,1427,298,CB-tepary,0.304075272,0.273903262,34.22329352,22.18,417.69,1,21,0,7/11/2022,0
15,49,1427,298,CB-tepary,0.569448076,0.55287922,32.31524991,39.04,829.3,1,21,2,7/25/2022,0
14,49,1428,278,CB-tepary,0.059514435,0.030525129,34.55965768,7.62,48.07,0,5,0,6/20/2022,0
14,49,1428,278,CB-tepary,0.330534859,0.327112469,35.60863969,22.91,460.68,0,26,1,7/11/2022,0
14,50,1429,22,CB-tepary,0.044120636,0.02601482,34.2612913,8.82,38.28,0,5,1,6/20/2022,0
14,50,1429,22,CB-tepary,0.300477401,0.277846986,33.59984424,24.63,472.61,0,22,0,7/11/2022,0
15,50,1430,64,CB-tepary,0.049781056,0.023518041,34.85788217,7.06,26.14,0,4,0,6/20/2022,0
15,50,1430,64,CB-tepary,0.272305498,0.246480537,35.26395252,23.31,408.48,0,22,1,7/11/2022,0
16,50,1431,251,CB-tepary,0.043610032,0.028480886,34.2089271,8.6,27.39,0,4,0,6/20/2022,0
16,50,1431,251,CB-tepary,0.291949628,0.25902231,35.77607231,25.06,403.32,0,20,0,7/11/2022,0
17,50,1432,274,CB-tepary,0.025583163,0.017839884,35.33295112,7.31,24.61,0,3,0,6/20/2022,0
17,50,1432,274,CB-tepary,0.271624437,0.206927259,31.96770179,24.68,438.75,1,24,0,7/11/2022,0
17,50,1432,274,CB-tepary,0.518933728,0.431775015,30.71657999,0.26,0.59,0,0,0,7/25/2022,0
17,51,1433,Check1,CB-tepary,0.03279046,0.059761598,34.9581265,8.56,44.39,0,8,0,6/20/2022,0
17,51,1433,Check1,CB-tepary,0.331780947,0.420392763,31.51172873,26.33,506.08,1,27,1,7/11/2022,0
17,51,1433,Check1,CB-tepary,0.473896369,0.759706439,28.0586412,43.47,1057.07,1,51,2,7/25/2022,0
16,51,1434,177,CB-tepary,0.034015837,0.009105861,35.58506224,6.02,9.65,0,2,0,6/20/2022,0
16,51,1434,177,CB-tepary,0.340371358,0.333368934,31.56689373,33.07,1756.77,1,67,1,7/25/2022,0
15,51,1435,62,CB-tepary,0.057026439,0.014416881,35.24955581,8.1,24.85,0,4,0,6/20/2022,0
15,51,1435,62,CB-tepary,0.310297987,0.146958193,32.99669024,22.71,460.7,0,26,0,7/11/2022,0
15,51,1435,62,CB-tepary,0.436240929,0.351091404,32.94170956,32.33,1178.92,0,30,0,7/25/2022,0
14,51,1436,53,CB-tepary,0.046792136,0.032216495,35.34569577,8.99,33.73,0,5,0,6/20/2022,0
14,51,1436,53,CB-tepary,0.34847335,0.271381189,32.32168722,25.01,499.68,0,27,0,7/11/2022,0
14,51,1436,53,CB-tepary,0.62817625,0.584088426,29.42295314,39.08,893.84,2,28,1,7/25/2022,0
18,48,1437,235,CB-tepary,0.052980818,0.031854059,37.12609677,8.98,33.16,0,6,0,6/20/2022,0
18,48,1437,235,CB-tepary,0.391673346,0.288128046,33.04000933,23.06,423.97,0,22,0,7/11/2022,0
19,48,1438,142,CB-tepary,0.062754396,0.027464562,36.55254043,7.05,32.64,0,5,0,6/20/2022,0
19,48,1438,142,CB-tepary,0.316838366,0.252925847,32.0567626,24.77,478.28,1,23,0,7/11/2022,0
19,48,1438,142,CB-tepary,0.468031891,0.459610565,31.83490538,40.31,888.19,1,32,2,7/25/2022,0
20,48,1439,Check2,CB-tepary,0.065937549,0.071041759,35.3357091,8.64,54.02,0,7,0,6/20/2022,0
20,48,1439,Check2,CB-tepary,0.442474809,0.47848167,33.91445634,34.27,530.51,1,26,1,7/11/2022,0
20,48,1439,Check2,CB-tepary,0.604685351,0.711755337,29.01833502,40.1,837.34,1,28,2,7/25/2022,0
21,48,1440,124,CB-tepary,0.069379911,0.039586018,36.01005981,8.2,32.69,0,5,0,6/20/2022,0
21,48,1440,124,CB-tepary,0.318664244,0.350206224,32.67987618,24.9,484.72,1,22,1,7/11/2022,0
21,48,1440,124,CB-tepary,0.579909854,0.606644817,29.56642837,43.11,872.37,1,18,2,7/25/2022,0
21,49,1441,164,CB-tepary,0.072224599,0.043210374,36.26290699,6.52,41.41,0,5,0,6/20/2022,0
21,49,1441,164,CB-tepary,0.322685757,0.378772966,36.10145201,23.85,432.72,1,24,1,7/11/2022,0
20,49,1442,17,CB-tepary,0.058469349,0.030085443,35.67849087,5.59,27.14,0,4,0,6/20/2022,0
20,49,1442,17,CB-tepary,0.299539847,0.299400635,34.62024992,18.04,519.87,1,25,1,7/11/2022,0
20,49,1442,17,CB-tepary,0.547133091,0.5559573,33.52956306,34.79,979.2,1,38,2,7/25/2022,0
19,49,1443,136,CB-tepary,0.060899928,0.041116302,35.78516684,7.78,35.38,0,5,0,6/20/2022,0
19,49,1443,136,CB-tepary,0.300237215,0.346621225,34.03070929,26.17,412.09,1,23,1,7/11/2022,0
18,49,1444,85,CB-tepary,0.031285486,0.014360785,36.99607179,6.26,19.21,0,3,0,6/20/2022,0
18,49,1444,85,CB-tepary,0.292680601,0.194905324,37.07479616,24.46,338.76,0,22,0,7/11/2022,0
18,50,1445,9,CB-tepary,0.028685503,0.009587228,37.11508269,6.78,17.8,0,3,0,6/20/2022,0
18,50,1445,9,CB-tepary,0.222464213,0.147982804,34.2794105,20.98,437.01,0,26,0,7/11/2022,0
19,50,1446,154,CB-tepary,0.027495325,0.015423647,36.63224272,6.5,19,0,3,0,6/20/2022,0
19,50,1446,154,CB-tepary,0.211057618,0.22373957,32.91293248,14.16,464.24,0,16,1,7/11/2022,0
20,50,1447,269,CB-tepary,0.029889134,0.029397552,34.61816667,7.42,24.42,0,4,0,6/20/2022,0
20,50,1447,269,CB-tepary,0.312898045,0.261295463,32.43808556,26.5,470.23,1,27,1,7/11/2022,0
20,50,1447,269,CB-tepary,0.597684806,0.461409935,30.89820003,45.91,822.44,1,33,1,7/25/2022,0
21,50,1448,45,CB-tepary,0.032909151,0.013077139,35.84434868,6.97,23.47,0,3,0,6/20/2022,0
21,50,1448,45,CB-tepary,0.210783484,0.182303477,35.83272461,22.33,497.58,0,31,1,7/11/2022,0
21,51,1449,192,CB-tepary,0.060942706,0.021987758,36.63087795,7.14,29.44,0,4,0,6/20/2022,0
21,51,1449,192,CB-tepary,0.117378104,0.143402037,33.30608645,23.25,237.27,0,17,0,7/11/2022,0
21,51,1449,192,CB-tepary,0.484371069,0.407407407,31.07283327,42.51,794.11,1,30,1,7/25/2022,0
20,51,1450,Check1,CB-tepary,0.023792356,0.054486147,35.98236166,7.57,35.33,0,7,0,6/20/2022,0
20,51,1450,Check1,CB-tepary,0.348262987,0.356869197,31.26184795,23.79,428.88,1,23,1,7/11/2022,0
20,51,1450,Check1,CB-tepary,0.537357315,0.690486901,28.49298096,35.23,833.94,1,48,1,7/25/2022,0
19,51,1451,252,CB-tepary,0.048679128,0.043210374,35.35160192,8.6,45.15,0,6,0,6/20/2022,0
19,51,1451,252,CB-tepary,0.339728701,0.283441062,36.74686426,28.79,594.38,0,20,0,7/11/2022,0
18,51,1452,43,CB-tepary,0.042131209,0.03169,35.50484356,7.67,33.21,0,5,0,6/20/2022,0
18,51,1452,43,CB-tepary,0.27055445,0.21287964,33.74997121,22.83,268.29,0,21,0,7/11/2022,0
22,48,1453,Check1,CB-tepary,0.029398689,0.062942977,35.52725761,7.86,47.86,0,9,0,6/20/2022,0
22,48,1453,Check1,CB-tepary,0.317093277,0.492055681,33.55189633,26.48,547.76,1,25,1,7/11/2022,0
22,48,1453,Check1,CB-tepary,0.454323032,0.852987169,27.42520917,43.64,952.43,1,46,2,7/25/2022,0
23,48,1454,120,CB-tepary,0.086838359,0.043653351,35.80397156,8.05,33.89,0,5,0,6/20/2022,0
23,48,1454,120,CB-tepary,0.304781065,0.316652956,34.16592481,23.06,392.67,1,20,1,7/11/2022,0
23,48,1454,120,CB-tepary,0.565918754,0.540770957,29.41018688,42.44,747.37,1,13,2,7/25/2022,0
24,48,1455,317,CB-tepary,0.062933749,0.030927835,37.78324041,12.14,8.62,0,1,0,6/20/2022,0
24,48,1455,317,CB-tepary,0.313755274,0.21477784,33.4292986,25.86,374.44,0,24,0,7/11/2022,0
24,48,1455,317,CB-tepary,0.543524159,0.399771866,33.73455976,31.52,534.47,1,22,0,7/25/2022,0
25,48,1456,207,CB-tepary,0.076615568,0.040270619,36.48370833,8.84,49.19,0,6,0,6/20/2022,0
25,48,1456,207,CB-tepary,0.371863115,0.243386243,34.88051859,25.99,413.35,0,22,0,7/11/2022,0
25,48,1456,207,CB-tepary,0.606451201,0.465587045,30.62256042,43.49,816.98,1,21,2,7/25/2022,0
25,49,1457,214,CB-tepary,0.057703064,0.014094716,33.64431829,5.54,11.71,0,2,0,6/20/2022,0
25,49,1457,214,CB-tepary,0.064969909,0.156355456,30.19922343,16.4,175.67,1,16,1,7/11/2022,0
24,49,1458,323,CB-tepary,0.06051797,0.022873711,38.78903322,6.71,24.99,0,4,0,6/20/2022,0
24,49,1458,323,CB-tepary,0.245037226,0.216293462,35.17630612,19.46,364.87,1,25,1,7/11/2022,0
23,49,1459,170,CB-tepary,0.060253377,0.016647278,36.29139324,5.75,23.54,0,3,0,6/20/2022,0
23,49,1459,170,CB-tepary,0.178700563,0.22872141,33.62082164,17.47,423.16,1,23,1,7/11/2022,0
23,49,1459,170,CB-tepary,0.246965937,0.325578905,35.05353149,40.62,833.7,1,49,1,7/25/2022,0
22,49,1460,69,CB-tepary,0.120152098,0.012756228,36.6253015,7.63,31.87,0,4,0,6/20/2022,0
22,49,1460,69,CB-tepary,0.335406393,0.16425737,35.29436701,26.28,377.56,0,22,0,7/11/2022,0
22,50,1461,308,CB-tepary,0.042983028,0.038389025,34.39587515,7.88,32.96,0,5,0,6/20/2022,0
22,50,1461,308,CB-tepary,0.326257131,0.299821897,35.14885393,24.11,353.72,0,24,1,7/11/2022,0
23,50,1462,57,CB-tepary,0.035308275,0.02310562,35.15642674,7.28,24.92,0,4,0,6/20/2022,0
23,50,1462,57,CB-tepary,0.235150963,0.381655418,36.67531252,18.29,590.5,0,18,0,7/11/2022,0
24,50,1463,34,CB-tepary,0.027000874,0.021300493,34.55058805,7.61,24.19,0,4,0,6/20/2022,0
24,50,1463,34,CB-tepary,0.2919065,0.220828609,35.43120583,24,330.39,1,18,1,7/11/2022,0
24,50,1463,34,CB-tepary,0.535961202,0.42321616,30.82790437,40.93,890.81,1,27,2,7/25/2022,0
25,50,1464,Check2,CB-tepary,0.069690901,0.065987404,33.72923697,10.39,71.46,0,9,0,6/20/2022,0
25,50,1464,Check2,CB-tepary,0.475996151,0.465035621,34.8837161,38.9,661.47,1,29,1,7/11/2022,0
25,51,1465,331,CB-tepary,0.037407488,0.029840528,36.61413083,7.77,35.8,0,6,0,6/20/2022,0
25,51,1465,331,CB-tepary,0.332713279,0.315663667,36.42333801,21.73,502.43,1,38,1,7/11/2022,0
25,51,1465,331,CB-tepary,0.398945384,0.647259174,29.76135538,33.38,1208.59,1,62,1,7/25/2022,0
24,51,1466,259,CB-tepary,0.056827418,0.029075387,36.20091488,8.17,44.34,0,5,0,6/20/2022,0
24,51,1466,259,CB-tepary,0.322588779,0.185208806,35.01591821,20.12,291.91,0,19,0,7/11/2022,0
24,51,1466,259,CB-tepary,0.528281325,0.417475312,31.23682908,37.2,767.76,1,29,2,7/25/2022,0
23,51,1467,286,CB-tepary,0.051097566,0.030205784,36.3668973,7.27,28.69,0,4,0,6/20/2022,0
23,51,1467,286,CB-tepary,0.111906103,0.155895692,29.95326825,23.36,199.15,0,16,0,7/11/2022,0
22,51,1468,137,CB-tepary,0.084930098,0.027879177,36.39342498,6.64,25.68,0,4,0,6/20/2022,0
22,51,1468,137,CB-tepary,0.178534082,0.176860705,32.74191408,21.94,210.95,1,18,1,7/11/2022,0
22,51,1468,137,CB-tepary,0.454653971,0.390441917,30.63872285,42.21,530.75,2,27,1,7/25/2022,0
26,48,1469,90,CB-tepary,0.054500251,0.028310245,36.55108519,8.46,32.75,0,5,0,6/20/2022,0
26,48,1469,90,CB-tepary,0.242533047,0.207489689,32.95014783,21.3,369.39,0,24,1,7/11/2022,0
26,48,1469,90,CB-tepary,0.451388612,0.345407197,33.30070717,35.42,775.82,1,26,2,7/25/2022,0
27,48,1470,139,CB-tepary,0.047611944,0.050257732,36.56145849,6.79,29.42,0,5,0,6/20/2022,0
27,48,1470,139,CB-tepary,0.295354594,0.270341207,35.07285722,26.19,337.89,1,22,1,7/11/2022,0
27,48,1470,139,CB-tepary,0.600865886,0.415263749,31.13572004,37.02,509.36,1,34,1,7/25/2022,0
29,48,1472,247,CB-tepary,0.059512958,0.033093987,35.46286494,7.89,36.3,0,6,0,6/20/2022,0
29,48,1472,247,CB-tepary,0.312416793,0.342578446,32.73847048,19.68,505.64,0,35,0,7/11/2022,0
29,48,1472,247,CB-tepary,0.494550567,0.47171907,30.3892168,26.54,652.85,0,39,2,7/25/2022,0
29,49,1473,120,CB-tepary,0.094064678,0.041156572,35.07065007,8.74,33.51,0,5,0,6/20/2022,0
28,49,1474,80,CB-tepary,0.033074398,0.032135954,35.66384771,6.81,27.86,0,5,0,6/20/2022,0
28,49,1474,80,CB-tepary,0.493701711,0.480281901,30.33968569,8.07,32.51,0,4,0,7/25/2022,0
27,49,1475,273,CB-tepary,0.061638546,0.01043009,34.52945578,5.96,19.34,0,3,0,6/20/2022,0
27,49,1475,273,CB-tepary,0.257639027,0.12361736,29.73364097,19,381.94,1,23,1,7/11/2022,0
26,49,1476,65,CB-tepary,0.058309269,0.023386417,35.96508193,5.64,22.96,0,4,0,6/20/2022,0
26,49,1476,65,CB-tepary,0.229955789,0.197061305,33.62974827,21.2,295.97,1,22,1,7/11/2022,0
26,49,1476,65,CB-tepary,0.456162224,0.370798792,33.1384401,45.12,808.17,1,25,1,7/25/2022,0
26,50,1477,297,CB-tepary,0.064488318,0.039713542,34.5079596,8.33,39.49,0,6,0,6/20/2022,0
26,50,1477,297,CB-tepary,0.359510375,0.492125984,32.88501593,25.95,496.95,1,21,1,7/11/2022,0
27,50,1478,Check2,CB-tepary,0.047080322,0.064231637,34.05501026,10.01,55.16,0,8,0,6/20/2022,0
27,50,1478,Check2,CB-tepary,0.465712941,0.475557743,31.28500735,37.06,634.44,1,30,1,7/11/2022,0
28,50,1479,17,CB-tepary,0.036963303,0.021902202,35.02854161,8.03,32.17,0,4,0,6/20/2022,0
28,50,1479,17,CB-tepary,0.241060079,0.190288714,32.87716181,22.77,425.41,1,27,1,7/11/2022,0
29,50,1480,267,CB-tepary,0.048228502,0.03987324,34.3517025,9.25,38.03,0,6,0,6/20/2022,0
29,50,1480,267,CB-tepary,0.36792208,0.288315523,35.18938911,27.53,447.33,1,25,1,7/11/2022,0
29,51,1481,16,CB-tepary,0.035675722,0.028551869,36.48828078,9.54,38.67,0,6,0,6/20/2022,0
29,51,1481,16,CB-tepary,0.389375169,0.223104948,32.3968487,25.57,380.64,1,21,1,7/11/2022,0
29,51,1481,16,CB-tepary,0.498644246,0.394673228,29.60285043,40.25,728.56,2,26,2,7/25/2022,0
28,51,1482,261,CB-tepary,0.056400235,0.055437442,36.2183772,9.51,42.13,0,6,0,6/20/2022,0
28,51,1482,261,CB-tepary,0.279441107,0.239501312,34.44238641,24.64,222.09,0,19,1,7/11/2022,0
28,51,1482,261,CB-tepary,0.497919417,0.396161344,31.70242045,43.34,434.85,1,24,1,7/25/2022,0
27,51,1483,Check1,CB-tepary,0.018799752,0.038308797,36.11327571,7.48,36.24,0,7,0,6/20/2022,0
27,51,1483,Check1,CB-tepary,0.337371744,0.366614701,34.1337952,22.52,1098.17,0,66,0,7/11/2022,0
26,51,1484,101,CB-tepary,0.053486198,0.027076898,36.88809121,7.06,32.42,0,5,0,6/20/2022,0
26,51,1484,101,CB-tepary,0.319829698,0.270973941,38.68810217,23.55,308.22,0,21,1,7/11/2022,0
2,52,1485,225,CB-tepary,0.039757183,0.034592461,35.62479147,7.66,29.02,0,5,0,6/20/2022,0
2,52,1485,225,CB-tepary,0.303822469,0.335459184,34.94715566,22.56,454.2,1,29,0,7/11/2022,0
2,52,1485,225,CB-tepary,0.511963988,0.438853544,34.00754382,40.4,726.12,1,19,1,7/25/2022,0
3,52,1486,243,CB-tepary,0.067287847,0.024605348,35.40435477,6.97,27.18,0,4,0,6/20/2022,0
3,52,1486,243,CB-tepary,0.269881575,0.21508249,33.93162544,20.32,424.3,1,30,1,7/11/2022,0
3,52,1486,243,CB-tepary,0.490588844,0.270035885,35.09886337,36.66,592.17,1,26,2,7/25/2022,0
4,52,1487,Check2,CB-tepary,0.086700886,0.082835252,35.60389514,9.56,58.25,0,7,0,6/20/2022,0
4,52,1487,Check2,CB-tepary,0.458649235,0.510381515,32.30116775,30.05,542.04,1,27,1,7/11/2022,0
5,52,1488,304,CB-tepary,0.054582626,0.016085683,35.95160097,7.06,14.53,0,2,0,6/20/2022,0
5,53,1489,158,CB-tepary,0.035110091,0.027076898,36.25698556,7.06,26.81,0,3,0,6/20/2022,0
4,53,1490,312,CB-tepary,0.045122675,0.039391873,35.01758003,7.56,29.33,0,4,0,6/20/2022,0
3,53,1491,276,CB-tepary,0.076220183,0.015786082,36.03935209,6.76,25.72,0,4,0,6/20/2022,0
3,53,1491,276,CB-tepary,0.497848065,0.355946685,31.96964743,39.84,964.43,2,34,1,7/25/2022,0
2,53,1492,271,CB-tepary,0.060851079,0.021303157,35.72823454,7.4,31.49,0,5,0,6/20/2022,0
2,53,1492,271,CB-tepary,0.41700463,0.316433566,31.22860846,36.7,957.57,1,41,1,7/25/2022,0
